Countycode,County,Jurisdiction (NCIC),BCS number,ID,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,W_Race/Ethnicity,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
19,Los Angeles,1942,24351,194224351,1,5,2012,1,1,female,White,White,58,1,Girlfriend,,,,5,24,2012,5,2012,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,24355,194224355,2,5,2012,2,1,female,Black or African American,Black,39,1,Girlfriend,,,,5,21,2012,2,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,24536,194224536,1,6,2012,1,1,male,Black or African American,Black,32,1,Common-law husband,,,,6,2,2012,7,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,24905,194224905,1,7,2012,1,1,male,Black or African American,Black,62,1,Boyfriend,,,,7,12,2012,5,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,25311,194225311,1,9,2012,1,1,female,Asian,Other Asian,52,1,Ex-wife,,,,9,17,2012,2,2012,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,25607,194225607,1,10,2012,1,1,female,White,White,37,1,Wife,,,,10,15,2012,2,2012,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,25753,194225753,1,11,2012,1,1,male,Hispanic,Hispanic,27,1,Husband,,,,11,1,2012,5,2012,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,25758,194225758,1,11,2012,1,1,female,White,White,45,1,Girlfriend,,,,11,2,2012,6,2012,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26203,194226203,1,3,2012,1,1,female,Black or African American,Black,41,1,Girlfriend,,,,4,5,2009,1,2009,Unknown,Unknown,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1941,24601,194124601,1,4,2012,1,1,female,Black or African American,Black,49,1,Girlfriend,,,,4,28,2012,7,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1941,25487,194125487,1,8,2012,1,1,female,Hispanic,Hispanic,22,1,Girlfriend,,,,8,4,2012,7,2012,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1947,24863,194724863,1,3,2012,1,1,female,Asian,Other Asian,63,1,Wife,,,,3,5,2012,2,2012,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1948,24339,194824339,1,2,2012,1,1,female,Asian,Chinese,39,1,Wife,,,,2,5,2012,1,2012,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1950,26286,195026286,1,9,2012,1,1,female,Hispanic,Hispanic,27,1,Girlfriend,,,,9,14,2012,6,2012,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1972,26237,197226237,1,12,2012,1,1,female,White,White,74,1,Wife,,,,12,1,2012,7,2012,Handgun (pistol/revolver),Other commercial business,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1996,24586,199624586,1,4,2012,1,1,female,Black or African American,Black,45,1,Girlfriend,,,,4,19,2012,5,2012,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1939,24506,193924506,1,3,2012,1,1,female,Hispanic,Hispanic,39,1,Wife,,,,3,12,2012,2,2012,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,23661,194223661,1,1,2012,1,2,male,Hispanic,Hispanic,17,1,Boyfriend,"Other, known to Victim",,,1,11,2012,4,2012,Firearm (not specified),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,25337,194225337,1,9,2012,1,1,female,Black or African American,Black,40,1,Wife,,,,9,27,2012,5,2012,Knife or other stabbing instrument,Any vehicle,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1956,23953,195623953,1,2,2012,2,1,female,White,White,19,1,Girlfriend,,,,2,28,2012,3,2012,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1956,23957,195623957,1,2,2012,1,1,female,White,White,46,1,Ex-wife,,,,2,22,2012,4,2012,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1900,27173,190027173,2,5,2013,2,1,female,White,White,80,1,Wife,,,,5,1,2013,4,2013,Shotgun,Residence of offender,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1900,27917,190027917,1,7,2013,1,1,female,Hispanic,Hispanic,22,1,Girlfriend,,,,7,28,2013,1,2013,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1915,28663,191528663,1,12,2013,1,1,female,Hispanic,Hispanic,18,1,Girlfriend,,,,12,23,2013,2,2013,Rope/Garrote,Residence of offender,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,191R,28675,191R28675,1,12,2013,1,1,female,White,White,63,1,Wife,,,,12,11,2013,4,2013,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26427,194226427,1,2,2013,1,1,female,Hispanic,Hispanic,30,1,Wife,,,,2,8,2013,6,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,27263,194227263,1,6,2013,1,1,female,White,White,52,1,Girlfriend,,,,6,14,2013,6,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,27264,194227264,1,6,2013,1,1,female,White,White,43,1,Wife,,,,6,15,2013,7,2013,Knife or other stabbing instrument,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,27714,194227714,1,8,2013,1,1,female,Hispanic,Hispanic,22,1,Girlfriend,,,,8,29,2013,5,2013,Knife or other stabbing instrument,Any vehicle,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,28416,194228416,1,4,2013,1,1,female,White,White,85,1,Wife,,,,4,23,2013,3,2013,Drugs/Narcotics (overdose),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26321,194226321,1,1,2013,1,1,female,Black or African American,Black,71,1,Girlfriend,,,,1,12,2013,7,2013,Unknown,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26434,194226434,1,2,2013,1,1,female,Hispanic,Hispanic,38,1,Wife,,,,2,5,2013,3,2013,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26553,194226553,1,3,2013,1,1,female,Hispanic,Hispanic,16,1,Girlfriend,,,,3,9,2013,7,2013,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26819,194226819,1,4,2013,1,1,male,Black or African American,Black,27,1,Common-law husband,,,,4,11,2013,5,2013,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,28472,194228472,1,12,2013,1,1,female,Hispanic,Hispanic,45,1,Girlfriend,,,,12,31,2013,3,2013,Knife or other stabbing instrument,"Hotel, motel",Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1941,26748,194126748,1,2,2013,1,1,female,Asian,Filipino,41,1,Wife,,,,2,25,2013,2,2013,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1941,26896,194126896,1,3,2013,1,1,female,White,White,59,1,Wife,,,,3,3,2013,1,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1947,27106,194727106,1,3,2013,1,1,female,Hispanic,Hispanic,24,1,Ex-wife,,,,3,16,2013,7,2013,Handgun (pistol/revolver),Parking lot,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1976,27828,197627828,1,7,2013,1,1,female,White,White,83,1,Wife,,,,7,29,2013,2,2013,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1942,26551,194226551,2,3,2013,2,1,female,Hispanic,Hispanic,29,1,Wife,,,,3,8,2013,6,2013,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1900,30374,190030374,1,9,2014,1,1,male,Black or African American,Black,46,1,Husband,,,,9,14,2014,1,2014,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
19,Los Angeles,1909,30420,190930420,1,9,2014,1,1,male,Hispanic,Hispanic,46,1,Husband,,,,9,30,2014,3,2014,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
